Ecotype 1,Ecotype 2,Total_mean,Total_CI_low,Total_CI_high,Aniso_mean,Aniso_CI_low,Aniso_CI_high,Aniso_pct_mean,Aniso_pct_CI_low,Aniso_pct_CI_high,Orient_pct_mean,Scale_pct_mean
Dune,Headland,3.7351914213257205,3.4973075031550986,4.034323623320929,1.4547807920679698,1.0832775187032295,1.867285259802051,15.42869239323908,8.445015296449446,23.054830629072576,72.67151082275839,11.899796784002524
Dune,Tableland,3.24849629285054,2.9184503080995197,3.540806923455657,0.9932227089615874,0.6883236824668493,1.3004246046784316,9.560183214578602,4.323339255352444,15.984209457807886,69.9142651770282,20.52555160839321
Dune,Woodland,2.494674710185094,2.2210803836211968,2.755590813092597,0.8652358494076984,0.5098115448359224,1.2478700378722658,12.524347531481117,4.254894329018417,23.594278047367638,84.1117340001457,3.363918468373189
Headland,Tableland,3.599172745975144,3.2660622374612585,3.9288608410288304,1.212593708157855,0.8910495924602008,1.5528832843317713,11.584221993783288,6.3332999757691635,18.790194712588022,87.78091620921201,0.6348617970046923
Headland,Woodland,4.323274976239798,3.9938851600097443,4.655344947921725,1.8070814628348828,1.3407475174802135,2.2516988965571074,17.707471382306277,10.548195583895888,27.218886579958216,67.81058507149768,14.481943546196035
Tableland,Woodland,3.939473757464542,3.5884687227232583,4.322522609718736,0.9847777295640842,0.6178506472940238,1.3930358644001701,6.486674863813639,2.503339349523318,12.715445872939494,70.0614596193779,23.45186551680846
